location,time_seq,gen_capacity,CL,GC,GG
1,1,3.6570446401768435,0.17981314486663388,0.3724867485599245,0.22493646558589822
1,2,3.7798200323140883,0.43837131859376216,0.4357172527522831,0.10770555178024038
1,3,3.78,0.6402869587703341,0.10775264848958113,0.11059600152049173
1,4,3.78,0.0007089857502755246,0.13451750011560965,4.51017148294825e-05
1,9,3.7788011244174484,0.00011643045913826908,0.24177848720839734,0.5327300426762248
1,10,3.7792780466216005,0.0,0.6757832402230601,0.2157918543227903
1,11,3.778885784196678,0.000171865985471443,0.09536628541353076,0.33665289516026586
1,19,3.78,0.0004158040063666467,0.1436976832222637,0.1231453511838259
1,21,3.779415531603438,0.0,0.41112368217486084,0.15203476382698147
1,22,3.78,0.0,0.2667749223632754,1.3430507465284087
1,25,3.78,0.0,0.12253809276108157,0.0004001438407152189
1,35,3.7791410366927263,0.0002749921477502038,0.12201802716373719,0.0
1,37,3.7798669881860634,0.24081714371749285,0.19484839529907433,0.19499513796170828
1,39,3.7786044191784063,0.00036596976607110657,0.8378135715793704,0.6170543750444875
1,40,3.7793883602325273,0.00024374216879601105,0.2031123641909311,0.21031414622710598
1,42,2.3901810650476953,0.2861502495738649,0.09800470996417374,0.16642039352973112
1,43,3.78,0.4928694641888506,0.10369708523392891,0.0004891978521793591
1,44,2.9700086278378226,0.0,0.15659084835251402,0.2573987439847148
1,45,3.78,0.5360612394167185,0.11803177837905185,0.00027964362392995137
1,46,3.7799350105671983,0.0,0.3196619271530642,0.18435031003441343
1,47,3.78,0.0004968687175371503,0.28336617203297093,0.9242885578594651
1,49,3.78,0.00019271095727664987,0.14686096431039358,0.0
1,50,3.78,0.5167352635895005,0.1153539079282235,0.0008002623527108044
1,52,3.78,0.0004834748815763038,0.10468508287972231,0.2614925030553551
1,58,3.779953952251446,0.0003040406229418675,0.09647248175003728,0.0
1,60,3.78,0.00034739522976746413,0.22544493163332185,0.0
1,71,3.7797648107511463,0.5603896307462838,0.15518977910168516,0.0007017203509405365
1,75,3.77997431658632,8.234800356773633e-05,0.15596719559817745,8.796471165605632e-05
1,76,3.78,0.000591335768028432,0.14512399309053314,0.00043041622284535055
1,79,3.7796328045634144,0.00016375946087354294,0.21060046009428596,0.07626966384294154
1,85,3.78,0.0003167936211046575,0.2732695527548318,0.8737933520869638
1,89,3.7794486127478555,0.00011597371026482063,0.21405413703062068,0.14619352555286091
1,90,3.779930543445311,0.0,0.27538321950043365,0.1532760590566711
1,91,3.7799476301132344,0.2311947663997188,0.3698612088747079,0.00041585427489615543
1,92,3.78,0.0,0.2160277364387542,0.14841916871405078
1,93,3.78,0.0,0.3580269997593455,0.18802700834566766
1,94,3.78,0.0001597732795877533,0.19257058810493222,0.4179981072313106
1,95,3.779871387921886,0.0,0.384584380174608,0.16048107746731438
1,97,3.7790181310517763,0.0002033612821820561,0.6132756848831695,0.0011701942682167585
1,98,3.78,1.1379607884410259,0.590727592774282,0.0
1,99,3.78,0.0,0.202707205433916,1.9818453863424178e-05
