location,time_seq,gen_capacity,CL,GC,GG
4,1,1.0006170048623775,0.02109272412358884,0.12471350000441125,0.02574418043540828
4,4,1.0000133198620855,0.47118554953048986,0.05726755527305283,0.0006554294028898197
4,17,1.000450343175003,0.00024606544577709515,0.12523775698866457,0.0003702353838962027
4,18,1.0005128097420988,5.9542981196602314e-05,0.15950802688920623,1.3464175786255896e-05
4,27,1.000338112056091,9.744796677410019e-05,0.11513375450116728,0.0
4,33,1.0001700142579095,0.00011578100997584111,0.1866042192187639,0.0003972993211325372
4,39,1.000074404142572,3.6372024329316987e-05,0.10298730477817525,0.0
4,42,1.0,8.705617649275013e-05,0.27560853286636167,0.0002705266156228415
4,44,1.0,0.0003406667635096415,0.08133285491268057,0.0
4,45,1.000442977647271,0.00010098424723470154,0.07986228687182785,0.0
4,48,1.000305283342755,0.00018085189077770805,0.081295301041338,0.14945281904966015
4,54,1.0000564987471197,0.0,0.04220682592466828,0.0002915971716036539
4,55,1.000389718880832,5.751925334030808e-05,0.20163925308649822,5.7537268883766064e-05
4,57,1.000519118544857,0.00048289976210568505,0.07446204205000517,0.0
4,61,1.000362992439174,1.4941405360261059e-05,0.03723829674661587,0.3598191185651065
4,65,1.00042530849542,6.114192902143675e-05,0.09745672278948435,0.00013404255745457235
4,70,1.0002326821643281,0.0,0.06668834716429269,0.3600610525178269
4,71,1.0,1.9187497072116486,0.11868509832767855,0.0008046590216341648
4,73,1.000392319187536,0.0,0.1498822214992434,0.0
4,74,1.000135037299768,0.00044600965775635424,0.09777017006404654,0.06412014965057374
4,78,1.0004494523194771,0.0005083045069640317,0.07795234888952174,0.1437522770136547
4,80,1.0002307982918845,0.0,0.0781804595322884,0.0
4,89,1.0003651419082167,0.0,0.10002384904202953,0.0831561532524833
4,92,1.0006248573763536,0.00032518709570038875,0.06090374515907415,0.1683037032139103
4,93,1.000432233733869,0.0,0.2161569759843164,0.0
4,94,1.0,0.1605496062898901,0.10376554536644332,0.13932441963693834
4,95,1.0002628517015448,0.0,0.11934690759079361,0.0
4,96,1.000526511714655,0.0,0.1073940709102434,0.0
4,98,1.0001914102578444,0.0,0.13333528586018573,0.0
4,101,1.0005057407398967,0.0003856147120540243,0.16392586445662582,0.0
4,105,1.0000249420612057,0.5545648679366285,0.08048894633646164,0.000375122228856081
4,106,1.0,0.0005911526615711897,0.17715323911585734,0.2837666627768021
4,107,1.0004871614177473,0.00027520817717536643,0.19302864802575886,0.0
4,108,1.0002721378967037,6.903872122459872e-05,0.1626417226623929,0.17201274389357157
4,110,1.0,0.00010156608714517764,0.09262414514350278,9.978218277025614e-05
4,111,1.0,0.0,0.11992768457258748,0.0
4,116,1.000048926632887,0.0,0.13356416787730924,0.0
4,118,1.000356985567581,0.0006399656134193305,0.2171464818965621,0.0
4,119,1.0004951537774969,0.13360948861130734,0.0052860913727777945,0.352911766838198
4,120,1.0001418737999666,0.0,0.1733517784926385,0.0
4,125,1.0004618154167684,0.00031024075560984036,0.08950773244273226,0.1620791617120667
4,127,1.0002742044864428,1.4750062360656704e-05,0.1343881458694825,0.0
4,128,1.0001021582723757,0.0002485708475561249,0.04953040652071365,0.0006880924347998152
4,130,1.0004875988478983,0.0,0.06236142482004817,0.000418828619061381
4,133,1.0,0.00046719446233895953,0.08368610759711666,6.834181811181408e-05
4,137,1.0000221579724922,0.00036710557725962964,0.1755768424025827,0.0
4,138,1.0,0.00011256850683541422,0.06928495224579466,0.0
4,139,1.000267391834134,0.00022840215748022396,0.07864252414923276,0.0
4,140,1.0,0.0,0.0681842968204245,0.2183854868334336
4,142,1.000192364974898,0.0,0.05111010497846513,0.0006284300758673817
4,145,1.000003804928536,0.00018884318939352106,0.11379962615962916,0.0936076574038301
4,146,1.0003975144464659,0.0002759863578672141,0.18544218260136794,7.33313063200569e-05
4,147,1.000252693603268,0.18077675934201254,0.06206015231553289,0.00034882034148703544
4,148,1.0002768437945235,0.00020516082361206862,0.08220067306004047,0.00015895759536592284
4,149,1.0,0.0,0.037497678769282006,0.0005053658904261542
4,151,1.000552861373298,0.0,0.2916967571602879,0.0
4,153,1.0004887040871702,0.0002521668037409252,0.12029653974816773,0.0
4,154,1.0007606681835801,0.0,0.10289813708814247,0.0
4,155,1.000379536377618,0.0,0.13577106401806832,7.698781350774588e-05
4,156,1.0005244734320282,0.000136954345000524,0.14737504094812975,0.0
4,157,1.0003309056279734,0.0,0.15588691213922892,0.0002342915452408007
4,160,1.0004286201945352,0.0,0.17259145205310547,0.0
4,162,1.000398251189866,0.1251957464108785,0.07259553597092151,0.018787230431926105
4,163,1.000087077880581,0.0,0.13547624790249194,0.0006275379981148159
4,165,1.0000809628888208,0.0,0.14849237618031336,0.0
4,166,1.0001918438000306,0.0004945286462475182,0.34167323750972545,0.0
4,167,1.0006081725162361,0.0,0.07577578416617085,0.0
4,169,1.0,0.0,0.07930790279521646,0.0
4,171,1.0,0.13957024886803543,0.04539212417585624,0.06893032564036886
4,172,1.0003222349348821,0.0001320620467214045,0.13761835392123914,0.0005934270016583291
4,173,1.0000684140712104,0.07613631932176634,0.049351857535885675,0.00022440078220016315
4,174,1.0002679847085039,0.00017984652751139687,0.06424662506565199,0.00035282094911730607
4,176,1.0,0.0,0.05063127832848363,0.0006873181243014513
4,178,1.0002360022127512,9.420716867317122e-05,0.18555840161455586,0.09176229370812902
4,179,1.0,0.0,0.11706293218687276,0.0
4,180,1.0,0.00037021599727538805,0.07792523587728334,0.0
4,181,1.0007910057686988,0.0,0.019951069269059013,0.00037119354847423973
4,182,1.0006831397770635,0.00012404406368091112,0.07819862096128262,0.00018914867694654324
4,183,1.0002162296868469,1.8818810657659024,0.06200369327796132,0.0
4,184,1.0001727144559058,3.621855399379107e-05,0.17729714506985972,4.6642418385241276e-06
4,187,1.0000568275053734,4.51338224811869e-05,0.2711989472065597,0.09290697348440637
4,188,1.0,0.00037735967807436734,0.11199929414343157,0.0
4,190,1.0,0.00018329562649346264,0.4882089960485342,0.0
